price,seller_rating,seller_reviews,product_images,description_length,shipping_time_days,spelling_errors,domain_age_days,contact_info_complete,return_policy_clear,payment_methods_count,views,purchases,wishlist_adds,certification_badges,warranty_months,bulk_orders,unusual_payment_patterns,ip_location_mismatch,is_counterfeit,seller_country,shipping_origin,brand_suspicious,category_Cosmetics,category_Electronics,category_Fashion,category_Luxury Goods,category_Pharmaceuticals
54.89,3.7,2371,4,273.0,1.0,2,586,1,1,2,3301,82,238,2.0,17.0,0,0,0,0,3,3,0,0,1,0,0,0
185.33,4.1,0,4,264.0,26.0,1,1074,1,0,1,3583,340,264,3.0,15.0,0,0,0,0,0,6,0,0,0,0,1,0
5.0,3.0,3006,3,667.0,19.0,3,448,1,0,2,126,12,7,0.0,5.0,0,0,0,0,4,3,0,1,0,0,0,0
162.64,4.0,2526,1,888.0,23.0,0,1701,1,1,4,2758,88,216,2.0,26.0,0,0,0,0,5,8,0,0,0,1,0,0
52.34,3.5,0,1,95.0,15.230456852791878,2,620,0,0,4,1601,224,18,0.0,11.988333333333333,0,0,1,1,1,4,1,1,0,0,0,0
108.46,4.5,1952,7,670.0,22.0,1,2104,1,1,4,1325,191,17,3.0,22.0,0,0,0,0,2,0,0,0,0,0,0,1
83.36,4.2,779,1,303.0,19.0,0,1802,0,0,3,3019,224,139,0.0,14.0,0,1,1,1,3,6,0,1,0,0,0,0
5.0,4.0,1819,3,309.0,17.0,1,774,1,1,3,3651,400,110,0.0,0.0,0,0,0,1,7,9,0,0,0,1,0,0
109.29,4.9,0,1,222.0,10.0,0,54,0,1,1,843,47,15,0.0,1.0,0,1,0,1,3,1,1,1,0,0,0,0
135.07,3.6,149,4,433.0,32.0,2,2740,0,1,2,3053,369,163,1.0,10.0,0,1,0,0,0,5,0,0,0,1,0,0
164.63,3.7,4988,2,348.0,12.0,0,2151,1,1,2,268,16,16,2.0,9.0,0,0,0,0,5,3,0,0,0,0,0,1
123.53,3.6,1090,3,387.0,21.0,1,142,0,1,1,3142,61,93,1.0,7.0,1,0,0,1,2,6,0,0,0,0,0,1
12.04,3.4,98,2,20.0,16.0,2,840,1,1,2,3761,424,264,1.0,0.0,0,0,0,0,0,6,1,0,1,0,0,0
208.76,4.0,4285,6,854.0,14.0,0,1200,1,0,4,1825,19,29,1.0,12.0,1,0,0,0,5,1,0,1,0,0,0,0
110.03,3.8,0,2,403.7255102040816,1.0,2,533,0,1,1,616,31,26,2.0,14.0,0,0,0,1,6,0,0,0,1,0,0,0
215.99,3.6,972,4,328.0,38.0,1,1361,1,1,1,2328,75,71,0.0,15.0,0,0,1,1,2,6,0,0,0,0,0,1
74.46,4.1,3768,4,403.7255102040816,22.0,0,5,1,1,3,1930,46,116,5.0,3.0,0,0,0,1,8,9,1,0,1,0,0,0
312.38,4.5,3185,4,349.0,15.0,0,734,1,1,6,4485,654,47,3.0,9.0,0,0,0,0,0,5,0,0,0,0,0,0
136.27,3.9,2608,5,601.0,12.0,1,150,1,1,4,981,117,25,2.0,14.0,0,0,0,0,9,6,0,0,0,0,0,0
189.32,4.3,0,4,375.0,26.0,1,2317,1,0,5,2471,234,17,1.0,14.0,1,0,0,0,4,7,0,1,0,0,0,0
128.28,3.4,0,1,340.0,25.0,1,2472,0,1,2,820,103,10,0.0,2.0,0,0,0,1,4,6,1,0,0,1,0,0
187.48,4.4,1085,3,462.0,3.0,0,1995,1,0,3,2138,148,121,2.0,14.0,1,0,0,1,5,8,0,0,0,0,0,1
215.14,4.6,0,10,948.0,1.0,0,1103,1,1,2,3244,90,188,4.0,16.0,0,0,0,0,0,7,0,0,1,0,0,0
183.48,4.5,4339,3,772.0,11.0,0,2254,1,1,4,2667,350,15,2.0,19.0,0,0,0,0,4,5,0,0,0,1,0,0
60.55,3.5,3884,1,487.0,1.0,0,1213,0,0,3,2192,52,130,0.0,12.0,1,1,1,1,0,4,1,0,0,0,0,0
200.76,3.8,2650,4,257.0,18.0,1,5,1,1,1,1793,50,88,2.0,28.0,1,1,0,1,1,8,0,0,0,1,0,0
45.69,3.6,1156,3,95.0,27.0,1,1623,1,1,2,2162,196,84,0.0,13.0,0,0,0,0,0,6,0,0,0,0,0,1
243.8,3.7,2463,5,673.0,4.0,2,388,1,0,3,1552,200,54,1.0,9.0,0,0,0,0,7,7,0,0,0,0,0,0
162.02,3.8,1305,1,471.0,12.0,0,445,1,0,1,2397,82,99,3.0,4.0,1,0,0,1,1,9,1,0,1,0,0,0
113.89,2.9,0,3,125.0,32.0,1,5,1,0,2,3967,134,35,0.0,0.0,0,0,0,1,2,5,0,0,0,0,0,0
109.31,4.4,3624,3,263.0,21.0,1,1745,1,0,1,2620,327,186,3.0,19.0,1,0,0,0,6,5,0,0,0,0,1,0
5.0,3.4,832,2,291.0,44.0,1,5,1,1,1,3177,265,77,0.0,13.0,0,1,0,1,7,2,1,0,0,0,1,0
227.54,4.3,2747,1,429.0,1.0,0,3457,1,1,2,2998,276,92,1.6757142857142857,23.0,0,1,0,0,8,5,0,1,0,0,0,0
197.93,4.2,2445,7,426.0,11.0,0,1860,1,1,5,2489,87,66,4.0,15.0,0,0,0,1,6,1,1,0,0,0,0,0
223.48,2.9,0,4,128.0,32.0,2,924,0,0,3,1174,21,47,0.0,11.0,0,1,1,0,0,8,0,0,0,0,0,0
169.71,3.978268041237113,932,4,420.0,31.0,2,850,1,1,5,747,84,47,3.0,22.0,0,1,0,0,9,5,0,1,0,0,0,0
184.95,3.4,88,1,330.0,17.0,1,319,1,0,2,4661,654,51,1.0,16.0,0,0,0,1,0,8,0,0,1,0,0,0
197.33,4.0,1605,2,602.0,22.0,1,629,1,0,3,1079,110,38,4.0,6.0,0,0,0,0,3,8,0,0,0,0,0,1
200.28,4.2,3837,1,669.0,1.0,2,5,1,1,2,2414,241,169,2.0,0.0,1,0,1,0,8,8,0,0,0,1,0,0
112.73,3.3,990,3,105.0,21.0,3,936,1,0,2,1574,169,118,0.0,17.0,0,0,0,1,4,9,1,0,0,1,0,0
5.0,3.3,2390,4,533.0,19.0,4,1192,1,0,1,3230,143,254,0.0,14.0,1,0,0,1,4,2,0,0,0,0,0,0
226.78,5.0,942,5,560.0,8.0,0,3384,1,1,3,4591,142,42,3.0,13.0,0,0,0,0,9,8,1,0,0,0,1,0
5.0,2.1,0,3,20.0,44.0,2,5,1,0,1,1295,132,73,0.0,0.0,1,0,1,1,6,2,1,0,1,0,0,0
93.7,3.1,1780,4,364.0,22.0,2,1736,1,0,2,4056,109,244,0.0,0.0,1,1,1,1,7,0,0,1,0,0,0,0
163.06,4.2,1362,4,227.0,8.0,0,3493,1,1,2,2893,198,41,3.0,19.0,0,0,1,1,7,1,1,0,1,0,0,0
143.29,4.1,1118,1,775.0,20.0,3,2735,1,0,4,4904,473,157,2.0,20.0,0,0,0,1,8,1,1,0,0,0,0,0
235.5,4.7,0,6,266.0,7.0,3,2673,1,1,2,4606,557,258,2.0,20.0,0,0,0,0,0,0,0,0,1,0,0,0
49.04,3.8,0,2,20.0,34.0,1,751,1,1,2,3092,196,153,0.0,1.0,0,1,0,1,5,0,0,0,0,0,0,0
155.46,4.6,3541,5,525.0,16.0,1,3016,0,1,3,3716,80,161,4.0,11.0,1,0,0,0,9,3,0,0,1,0,0,0
191.21,5.0,2611,7,115.0,3.0,0,751,0,0,4,3686,171,137,3.0,13.0,0,1,0,1,3,5,1,1,0,0,0,0
178.33,4.7,3549,6,503.0,15.230456852791878,1,5,1,1,2,1868,259,123,0.0,1.0,0,0,0,1,9,7,0,0,0,0,0,1
144.94,3.7,3400,1,42.0,18.0,0,25,0,1,2,1875,135,143,0.0,16.0,0,0,0,1,5,1,0,0,1,0,0,0
174.13,4.1,3185,1,481.0,22.0,1,1096,0,1,1,2834,337,32,0.0,0.0,0,1,0,0,2,2,0,0,0,0,0,1
207.87,4.7,1602,6,871.0,9.0,1,915,1,1,4,2390,188,77,5.0,7.0,0,0,0,0,0,6,0,0,0,0,0,1
205.71,5.0,2489,3,120.0,10.0,0,2828,1,1,4,1060,112,38,2.0,27.0,1,0,0,0,2,0,0,0,0,0,1,0
6.0,3.978268041237113,0,1,543.0,16.0,1,969,1,0,1,509,51,21,0.0,9.0,0,0,0,1,9,5,0,0,1,0,0,0
81.44,3.9,1758,1,163.0,31.0,3,5,0,0,2,3645,521,212,0.0,3.0,0,0,0,0,4,2,0,0,1,0,0,0
196.48,3.8,1350,1,115.0,23.0,2,1669,0,1,1,3271,348,199,1.0,4.0,1,0,1,0,0,2,0,0,0,0,0,1
210.85,4.9,2104,6,739.0,6.0,0,185,1,1,3,3441,436,77,2.0,16.0,1,0,0,0,4,1,0,0,0,1,0,0
86.23,3.6,4198,5,723.0,9.0,1,1780,1,0,1,3140,189,37,1.0,11.988333333333333,0,0,1,0,2,0,0,0,0,0,1,0
60.73,4.1,0,1,100.0,22.0,1,5,0,0,2,534,16,33,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,0
118.15,3.8,1381,6,777.0,5.0,0,2582,1,0,4,4068,140,229,4.0,25.0,0,0,0,0,7,7,0,0,0,0,1,0
223.35,4.0,0,2,403.7255102040816,31.0,1,359,0,0,3,4994,657,150,0.0,0.0,0,0,1,1,6,1,1,0,0,0,0,0
161.88,3.9,3616,5,269.0,3.0,0,1925,1,0,4,4351,550,213,3.0,3.0,1,0,0,1,2,9,0,0,0,0,0,0
163.48,3.9,0,3,507.0,21.0,2,2224,1,1,1,1382,156,89,2.0,1.0,0,1,0,1,6,2,0,1,0,0,0,0
20.93,5.0,0,1,566.0,5.0,0,335,1,1,1,3164,103,189,2.0,34.0,0,0,0,1,0,6,0,0,0,1,0,0
193.56,3.5,1557,1,307.0,29.0,1,499,1,1,1,4631,213,324,1.0,8.0,1,1,1,1,6,3,1,0,0,0,0,1
212.55,3.6,168,4,479.0,15.0,1,2046,0,1,5,3051,58,16,0.0,11.0,0,0,0,1,2,3,0,0,1,0,0,0
74.67,3.7,0,4,239.0,24.0,1,5,0,0,1,612,7,23,0.0,9.0,0,0,0,1,1,2,1,0,0,0,0,1
330.75,4.4,176,4,255.0,14.0,0,909,1,1,3,1122,136,21,0.0,26.0,1,0,0,1,1,7,0,0,1,0,0,0
36.87,2.8,0,1,452.0,38.0,2,2034,1,0,1,3990,120,24,0.0,7.0,1,0,0,1,4,4,1,0,0,1,0,0
263.88,4.7,3051,4,387.0,12.0,0,2501,1,1,6,2862,235,59,4.0,16.0,0,0,0,0,7,9,0,0,0,1,0,0
110.2,4.0,696,1,20.0,15.230456852791878,3,1129,0,1,1,4237,270,230,0.0,0.0,0,0,0,1,3,8,1,0,0,1,0,0
222.15,4.1,2523,1,20.0,31.0,0,3754,1,0,3,4169,318,290,3.0,25.0,0,0,0,1,3,4,1,0,0,0,1,0
130.6,3.1,0,3,183.0,8.0,1,5,1,0,2,1514,155,22,4.0,5.0,0,0,0,1,8,0,0,0,0,0,1,0
113.72,4.4,2602,5,273.0,3.0,0,3545,1,1,3,2298,222,44,1.0,36.0,0,0,1,0,8,8,0,0,0,0,0,1
146.6,4.1,844,7,331.0,25.0,0,1174,0,1,4,1729,227,111,3.0,11.988333333333333,1,0,0,1,6,7,0,1,0,0,0,0
349.82,5.0,6004,5,668.0,1.0,0,3234,1,1,3,4898,482,90,5.0,32.0,1,0,0,0,0,4,0,0,0,1,0,0
47.84,3.6,1356,5,453.0,32.0,3,900,0,0,2,4675,691,266,0.0,3.0,0,1,0,0,8,0,0,0,1,0,0,0
165.92,4.6,822,1,289.0,22.0,2,2313,0,0,1,3785,114,102,1.0,0.0,0,1,0,0,2,1,0,0,1,0,0,0
330.43,4.7,2667,3,602.0,3.0,1,1906,1,1,4,1128,60,45,2.0,19.0,0,0,0,0,3,5,0,0,0,0,0,1
205.06,4.6,1719,4,512.0,21.0,0,2827,1,1,2,1920,264,27,2.0,5.0,0,0,0,0,6,1,0,0,0,0,0,1
71.11,4.7,2866,5,528.0,24.0,0,2540,1,1,5,647,78,29,5.0,12.0,0,1,0,0,4,2,0,0,0,0,0,0
91.24,3.3,0,1,20.0,12.0,3,5,1,0,1,3299,106,103,0.0,1.0,0,1,0,1,8,0,0,0,1,0,0,0
206.37,5.0,2234,6,406.0,4.0,1,1983,1,1,2,3668,66,148,5.0,28.0,1,1,0,0,3,8,1,0,0,0,0,1
262.31,4.0,813,5,379.0,8.0,0,2051,1,1,3,4133,606,74,3.0,28.0,0,0,0,0,1,2,0,0,0,1,0,0
115.25,4.1,1271,5,569.0,25.0,0,227,1,1,2,405,22,18,0.0,15.0,0,0,0,1,2,1,0,0,0,1,0,0
9.5,3.7,0,1,20.0,10.0,0,861,1,0,1,4113,573,142,0.0,11.0,1,0,0,0,8,5,0,0,0,1,0,0
174.15,3.8,1184,2,325.0,3.0,0,1715,1,1,4,3972,504,148,2.0,14.0,0,0,0,0,2,5,0,0,0,0,1,0
201.04,4.2,485,4,691.0,11.0,2,855,1,0,1,225,9,12,2.0,11.988333333333333,0,1,1,0,6,3,0,0,0,0,0,1
174.22,4.8,3534,7,468.0,3.0,0,2796,1,0,3,3327,162,265,4.0,13.0,0,0,0,0,2,4,0,0,0,1,0,0
102.9,4.3,2459,5,397.0,1.0,0,3866,0,1,4,4162,78,59,0.0,17.0,1,0,0,0,0,2,0,0,0,0,1,0
5.0,3.9,0,1,23.0,29.0,1,5,0,0,1,151,17,6,0.0,0.0,0,1,0,1,7,8,1,1,0,0,0,0
176.89,3.8,0,2,20.0,15.0,2,889,0,0,1,2373,211,37,0.0,0.0,0,0,0,1,1,7,1,0,0,0,1,0
135.16,3.4,0,1,77.0,11.0,0,1284,0,0,1,1572,60,15,4.0,12.0,1,0,0,1,8,5,0,0,0,0,1,0
203.3,5.0,1549,6,693.0,6.0,0,2949,1,1,2,2669,138,35,0.0,6.0,1,0,1,0,1,2,0,1,0,0,0,0
180.18,3.6,3476,3,621.0,1.0,0,592,0,1,4,4999,717,120,2.0,14.0,1,0,0,0,2,6,0,0,1,0,0,0
241.73,4.0,1243,4,321.0,33.0,1,2181,1,1,2,2134,210,152,1.0,14.0,0,0,0,1,2,6,1,0,0,0,0,1
39.2,4.7,2015,3,60.0,17.0,0,685,1,1,3,1726,101,136,2.0,29.0,0,0,0,0,0,2,1,1,0,0,0,0
49.99,3.8,0,1,149.0,19.0,1,404,1,0,1,3072,76,143,0.0,17.0,0,1,1,1,3,2,0,0,0,0,1,0
130.87,2.7,2797,5,582.0,13.0,0,1841,1,1,1,4443,123,35,1.0,31.0,0,0,0,0,9,0,0,1,0,0,0,0
158.42,3.3,313,4,630.0,16.0,1,886,1,1,2,127,13,0,3.0,13.0,0,0,0,1,9,3,0,0,0,0,0,1
206.34,2.6,0,3,55.0,15.230456852791878,0,1245,0,1,3,4274,454,75,4.0,12.0,0,0,0,0,8,2,0,0,0,0,0,1
73.07,4.2,719,2,604.0,13.0,0,1955,0,1,2,523,19,7,1.0,7.0,0,0,0,0,0,9,0,0,1,0,0,0
256.16,4.8,2323,4,158.0,1.0,0,1981,0,1,1,4608,389,50,2.0,22.0,0,0,0,0,8,3,0,0,0,0,0,0
7.62,2.9,0,1,27.0,26.0,3,5,0,0,1,375,21,8,0.0,0.0,0,1,1,1,3,0,0,0,1,0,0,0
117.48,3.7,833,1,20.0,13.0,1,115,0,0,2,487,14,23,1.0,5.0,1,1,1,1,0,3,0,0,0,0,0,0
311.95,5.0,4777,5,419.0,1.0,0,1306,1,0,1,3557,264,220,1.0,33.0,0,0,0,0,6,9,0,0,0,1,0,0
298.91,4.2,1640,5,420.0,8.0,0,1827,1,0,1,4997,504,391,3.0,27.0,1,0,0,0,4,2,0,0,0,0,1,0
187.92,3.7,0,4,205.0,18.0,1,1776,0,0,1,3730,160,69,0.0,8.0,0,0,0,1,5,4,0,1,0,0,0,0
205.22,4.1,639,4,328.0,1.0,0,2153,1,1,1,2733,47,50,2.0,13.0,0,0,0,1,5,2,0,0,1,0,0,0
63.24,2.7,0,5,269.0,15.0,2,1149,1,1,4,1284,79,6,3.0,0.0,0,1,0,0,8,5,0,0,0,1,0,0
121.19,3.4,95,3,378.0,15.0,0,1424,1,1,3,283,9,7,3.0,19.0,0,0,0,1,4,1,0,0,0,0,0,1
155.32,3.6,3249,3,416.0,1.0,2,1132,0,1,4,2857,33,16,1.0,2.0,0,0,0,0,8,4,0,1,0,0,0,0
125.82,3.8,2289,5,710.0,13.0,0,3267,1,0,4,1561,29,97,2.0,11.988333333333333,0,0,0,0,1,6,0,0,0,0,0,0
57.01,4.3,336,1,42.0,37.0,3,1911,0,0,3,89,6,0,4.0,8.0,0,1,0,0,8,0,0,0,0,0,0,0
223.77,4.6,0,4,275.0,8.0,3,168,1,1,3,4805,656,65,0.0,3.0,1,0,0,0,2,4,0,1,0,0,0,0
273.99,4.5,755,6,560.0,16.0,0,5,1,1,5,353,24,26,3.0,14.0,0,0,0,0,4,6,0,1,0,0,0,0
242.56,4.3,4790,6,705.0,1.0,0,3754,1,1,4,2343,336,88,3.0,25.0,0,0,0,0,7,8,0,0,1,0,0,0
236.78,4.8,2939,2,578.0,9.0,0,656,1,1,6,633,46,17,3.0,6.0,1,0,0,0,2,4,0,0,0,1,0,0
76.21,3.8,853,1,446.0,15.0,1,2057,0,0,1,4173,55,198,0.0,14.0,0,0,1,1,3,5,1,1,0,0,0,0
75.59,3.8,1953,3,265.0,5.0,0,2975,1,1,2,497,38,14,2.0,9.0,1,0,0,1,2,9,1,0,1,0,0,0
151.33,4.4,1288,5,709.0,13.0,0,500,0,1,3,3737,105,266,2.0,19.0,1,0,0,1,2,3,0,0,0,1,0,0
150.69,3.8,4291,3,509.0,3.0,0,2964,1,1,4,2270,183,64,0.0,14.0,0,0,1,1,4,3,1,0,0,1,0,0
57.72,3.9,0,4,305.0,13.0,3,545,1,1,1,559,29,42,2.0,15.0,0,0,0,1,8,5,0,0,0,0,0,1
168.16,3.7,1079,1,565.0,5.0,2,1865,1,1,1,100,6,3,4.0,8.0,0,0,0,0,6,8,0,0,0,1,0,0
286.99,4.2,1317,4,693.0,1.0,1,1391,1,1,4,181,17,13,3.0,5.0,1,0,0,0,3,5,0,0,1,0,0,0
231.76,4.2,5610,4,457.0,26.0,0,2334,1,0,3,3330,225,240,4.0,10.0,0,0,0,0,9,9,0,0,0,1,0,0
250.54,4.7,749,6,668.0,3.0,0,195,1,0,3,198,20,3,4.0,23.0,1,0,0,0,8,8,0,1,0,0,0,0
96.76,3.6,4091,4,284.0,1.0,1,2623,1,1,3,4751,171,180,4.0,8.0,0,1,0,0,5,0,0,0,0,0,0,0
72.0,4.3,0,1,404.0,11.0,1,122,1,1,1,1154,169,27,3.0,7.0,1,0,1,0,0,1,0,0,0,0,0,0
236.37,4.0,840,2,664.0,13.0,0,3318,1,1,2,3725,400,99,3.0,13.0,0,0,0,0,4,9,0,0,0,1,0,0
127.52,3.3,641,3,922.0,13.0,2,2273,1,1,1,1897,144,85,1.0,13.0,0,0,0,0,1,9,0,0,1,0,0,0
117.38,4.5,147,5,455.0,5.0,0,1900,0,0,5,3267,288,23,4.0,26.0,1,1,0,0,2,9,0,0,1,0,0,0
5.0,3.3,0,1,109.0,31.0,1,5,0,1,2,3956,398,255,0.0,4.0,0,0,0,1,1,4,1,0,0,0,0,0
171.55,4.7,446,4,121.0,6.0,0,1475,1,1,1,1743,17,91,3.0,18.0,0,1,0,0,5,1,0,0,0,0,0,1
81.8,4.0,3872,4,637.0,15.230456852791878,0,2052,1,1,3,2589,89,38,4.0,18.0,1,0,1,1,5,3,1,0,0,0,1,0
254.53,4.2,3461,7,160.0,13.0,0,1187,1,1,3,1358,202,76,3.0,17.0,0,0,0,0,0,5,0,0,0,1,0,0
89.02,3.9,1685,1,20.0,33.0,4,5,1,1,4,492,21,26,0.0,0.0,0,1,1,1,1,5,0,1,0,0,0,0
266.16,3.7,4281,7,482.0,1.0,0,3044,1,1,3,4172,322,101,1.6757142857142857,11.0,1,0,0,1,4,7,0,0,1,0,0,0
139.77,3.7,4688,7,405.0,23.0,2,1519,1,1,1,4753,325,25,0.0,7.0,0,0,1,0,6,8,0,0,0,0,0,0
117.01,3.4,1655,3,507.0,9.0,1,1112,0,1,1,2463,167,142,0.0,9.0,0,0,0,1,7,5,0,0,0,1,0,0
66.06,4.1,3196,6,504.0,19.0,0,4000,0,1,2,4728,305,274,3.0,3.0,0,0,0,0,4,7,0,0,1,0,0,0
121.18,4.3,3888,5,651.0,28.0,1,5,1,1,2,4979,253,117,1.0,22.0,0,0,0,1,8,8,0,0,0,0,1,0
185.89,3.6,0,5,328.0,24.0,1,1386,1,1,4,508,9,8,2.0,23.0,1,0,1,0,6,6,0,0,0,1,0,0
115.86,4.7,2967,4,595.0,7.0,2,2454,1,1,5,4513,441,234,1.0,10.0,0,0,0,0,7,4,0,0,0,0,0,0
130.85,4.5,3318,2,547.0,1.0,0,766,1,1,4,2632,233,52,0.0,11.0,1,0,0,0,6,7,0,0,0,1,0,0
119.69,3.0,59,5,502.0,25.0,2,805,0,0,2,1220,113,8,1.0,1.0,0,1,0,1,2,3,1,0,0,0,0,0
79.51,3.9,320,2,650.0,27.0,1,1702,1,0,3,4097,68,231,1.0,11.988333333333333,1,0,0,1,7,2,0,0,0,1,0,0
210.31,4.8,142,5,380.0,21.0,0,2298,1,0,6,1552,18,74,2.0,14.0,0,0,0,0,0,2,0,0,0,0,0,1
160.46,4.8,356,6,344.0,24.0,1,524,1,1,2,3063,397,57,0.0,21.0,0,1,0,1,8,1,1,0,0,1,0,0
125.09,2.6,0,4,244.0,14.0,1,860,1,1,4,2513,242,26,0.0,0.0,0,0,1,1,0,3,1,0,0,0,0,0
5.0,3.6,0,2,236.0,39.0,0,5,0,0,1,1342,42,63,2.0,0.0,0,1,1,1,2,7,0,0,0,1,0,0
118.67,3.3,0,1,20.0,48.0,5,775,0,1,1,4971,217,222,0.0,0.0,1,0,1,1,8,7,0,0,0,0,0,1
171.34,3.978268041237113,0,1,297.0,40.0,1,5,1,1,2,3828,389,78,1.0,14.0,0,0,0,0,6,7,0,0,0,0,0,0
206.71,4.2,4802,7,299.0,1.0,0,2722,1,1,2,628,63,36,1.6757142857142857,13.0,1,0,0,0,5,2,0,0,1,0,0,0
143.98,3.8,0,2,592.0,16.0,2,968,0,1,1,1799,220,74,0.0,17.0,0,0,0,0,8,7,0,0,0,0,0,1
108.29,4.2,752,3,431.0,1.0,2,1017,0,1,2,3918,480,194,0.0,19.0,0,0,0,1,1,6,1,1,0,0,0,0
112.22,3.8,2935,7,201.0,17.0,0,1852,0,0,5,3448,437,195,2.0,15.0,0,0,0,1,9,6,1,0,0,0,1,0
299.18,4.7,967,5,744.0,6.0,1,2207,1,0,3,1194,68,13,4.0,0.0,0,0,0,0,9,0,0,0,0,0,0,1
177.58,3.1,0,2,76.0,15.230456852791878,0,738,0,1,3,1128,38,49,2.0,10.0,0,1,0,0,2,3,0,0,0,1,0,0
143.29,4.5,4409,2,567.0,1.0,2,2959,0,1,1,1683,241,77,2.0,20.0,1,0,0,0,9,1,0,1,0,0,0,0
140.15,3.9,2854,8,551.0,9.0,1,2134,0,1,4,168,2,3,0.0,3.0,1,0,0,0,0,8,0,0,0,0,0,1
183.29,3.9,0,1,309.0,12.0,0,1274,1,0,1,1587,59,91,1.0,10.0,1,0,0,1,4,1,0,0,0,0,1,0
153.68,3.978268041237113,3408,1,685.0,8.0,0,4000,1,1,5,2276,205,123,3.0,24.0,0,0,0,0,6,2,0,0,0,0,1,0
247.96,3.6,866,3,160.0,11.0,1,1283,1,1,3,1209,56,92,0.0,18.0,0,0,0,0,8,9,0,0,0,0,0,0
137.98,3.2,969,2,380.0,27.0,0,1504,1,0,4,4344,473,70,0.0,25.0,0,0,0,0,7,9,0,0,0,0,1,0
174.97,4.2,0,3,568.0,8.0,0,2322,1,1,4,2794,239,146,1.6757142857142857,12.0,0,1,0,1,1,9,0,0,1,0,0,0
42.21,4.2,1254,2,20.0,35.0,0,90,1,0,2,1545,141,37,0.0,8.0,0,1,0,1,3,6,1,1,0,0,0,0
91.34,3.9,3450,2,129.0,10.0,1,634,0,1,2,1505,171,119,3.0,10.0,0,0,0,1,7,5,0,0,0,0,1,0
164.86,3.3,0,4,158.0,13.0,1,1747,1,0,1,1935,150,63,3.0,9.0,0,0,0,1,6,1,1,0,0,1,0,0
167.22,2.9,1781,3,86.0,21.0,2,2583,1,1,1,4131,234,210,0.0,0.0,0,0,1,0,7,3,0,0,1,0,0,0
105.69,3.7,380,3,155.0,10.0,2,433,0,1,1,88,12,6,0.0,11.988333333333333,0,1,0,0,3,3,0,1,0,0,0,0
222.64,4.2,500,4,443.0,18.0,1,1867,1,1,1,3757,207,143,3.0,17.0,1,1,0,0,9,3,0,0,0,0,1,0
176.9,5.0,8047,7,434.0,1.0,0,4000,1,1,4,3313,347,170,5.0,24.0,0,0,0,0,6,1,0,1,0,0,0,0
237.54,3.5,150,2,166.0,20.0,5,1328,0,0,1,855,110,51,0.0,0.0,0,1,0,0,4,9,0,0,1,0,0,0
130.94,3.3,0,3,403.7255102040816,13.0,2,22,0,1,3,2837,374,36,1.0,12.0,0,1,0,0,0,7,0,0,0,0,1,0
222.9,3.978268041237113,424,6,547.0,30.0,1,50,1,1,2,4005,439,135,1.0,6.0,1,0,0,0,8,8,0,0,0,1,0,0
142.33,4.5,2707,2,198.0,1.0,0,216,0,1,1,3001,235,229,3.0,18.0,1,0,0,0,8,7,0,0,1,0,0,0
155.33,3.7,613,4,401.0,24.0,2,1193,1,0,1,4549,126,26,0.0,4.0,0,0,0,1,5,4,0,0,1,0,0,0
216.02,3.9,3293,1,678.0,20.0,0,2595,1,0,2,4910,78,145,5.0,6.0,1,0,0,0,7,9,0,0,0,0,1,0
204.39,4.6,2377,7,860.0,1.0,0,3565,1,1,6,4515,123,84,3.0,11.988333333333333,0,0,0,0,4,6,0,0,1,0,0,0
5.0,4.5,1775,3,357.0,29.0,0,1618,0,1,2,2309,225,40,2.0,6.0,0,0,1,0,9,9,0,1,0,0,0,0
60.56,4.8,3333,4,363.0,15.230456852791878,1,1787,1,0,3,1264,66,28,1.0,9.0,1,0,0,0,5,3,0,0,0,1,0,0
73.03,4.9,3707,2,377.0,16.0,0,2109,0,1,3,787,66,47,0.0,0.0,0,0,0,0,7,4,0,0,1,0,0,0
108.67,2.6,0,1,256.0,30.0,2,1139,0,0,1,298,33,16,0.0,0.0,0,0,0,1,6,6,0,1,0,0,0,0
75.39,2.5,0,1,781.0,25.0,2,803,1,0,1,3460,379,263,1.0,15.0,0,1,0,1,0,5,1,0,0,1,0,0
125.4,4.0,1976,4,324.0,31.0,2,2592,0,1,3,192,21,2,2.0,6.0,0,1,0,1,1,8,1,1,0,0,0,0
264.5,3.9,2102,4,581.0,7.0,0,108,1,1,2,3403,253,135,1.0,19.0,0,0,0,1,8,4,1,0,0,1,0,0
5.0,4.2,2144,5,799.0,15.0,0,1780,0,1,1,2270,136,106,1.0,12.0,1,0,0,0,7,6,0,0,1,0,0,0
103.06,3.8,3761,4,594.0,15.230456852791878,0,2364,1,0,2,2651,277,208,5.0,10.0,0,0,0,0,7,1,0,0,0,0,0,1
147.01,4.0,2429,4,384.0,24.0,0,1152,1,1,4,782,48,51,3.0,17.0,1,0,0,1,6,0,0,0,1,0,0,0
192.27,4.0,930,6,330.0,29.0,1,1062,1,0,4,1951,255,147,2.0,11.0,0,0,0,0,5,7,0,1,0,0,0,0
5.0,3.8,4456,4,473.0,1.0,3,5,0,1,6,693,92,39,1.0,8.0,1,0,0,1,2,6,1,1,0,0,0,0
319.83,4.4,2661,8,562.0,1.0,0,905,1,0,5,4172,572,318,3.0,12.0,0,0,0,0,9,8,0,0,1,0,0,0
